habilidad,habilidad_key
Camara de frio,56cd9eebf9640a34a64290b1c412417b
Carretillero,ea1261c5d116176f2474e85976ed6de3
Carretillera,4d6579a8e6f472eccc23fb64d15a3efc
Iso 50001,1c308da6d5600436f6bdc25ca856e047
Auditorías energéticas industriales,bb510c1585ab01c24a48d70223d1ecac
Gestión de mantenimiento asistido por ordenador,c87fd9a9f05903fa9ac015f82fbb7ddb
Gestion economica,ca7ce541b8d57a9f000f0e340c8f1386
Microservicios,1792d73bb0e724fdd52b648650a65bfb
Spring boot,dcebd876fab5d905e4950feefc627e54
Vehículos de ocasión,31ed3c109a06120c2d17a8159bf9221d
Análisis de precios,e8083a07df2883948ed2976f227eb472
Cliente,7efef3fb2ec47bd2bb0d79f58a0312a6
Nuevas oportunidades comerciales,a4c4535eede7924c41e0797960104a4f
Plan comercial,7f89e5040f57dd3aaa14ec83d84debf2
Recepcion mercancia,d01f3ba4ae324c405bb2ff9474f48d2d
Inspecciones de viviendas,08aca1ab941df7628e2be38e96ff5cc7
Mediación,58df8194a5db5032b052f21e3d87a88e
Tramitación en comunidades de vecinos,fa31dacd3e6a091011dd0d769be6f340
Mediación en comunidades de vecinos,341e9e5e477e5029ca690ce89e46df18
Gestión de fincas,5dc952fb64ddca4125bb917c24a3dd5b
Experiencia en el sector inmobiliario conocimientos crm,b0986de4d4ecc529e280653695ca5979
Servicios de transporte,b6c6ed247335cfd8beae2e6a37c02c0b
Limpieza hotes,8c01240ca82a8fc2e936c59705ec9dd7
Política,25bbf7a903c0b7f10673056dbd7a5a5a
Medios digitales,fc06a56cdcc90ddb8da27e44262bef98
Desarrollo de procesos,2dfa453a6c7fba43e95a56a0ab553836
Fundición y galvanoplastia,b2d504a833a84566b718c3523ee1f06f
Tratamiento de superficies,dfb94792d930ef8adeb0d41785e216e0
Nebosh,2573c997cd4e5f0d462cce0f0d608c93
Web,c6e190b284633c48e39e55049da3cce8
"Adobe, canva",46099ffea714ebd0d6df01e9149d3101
Newsletters,d04ccf61aef8e1107d25b84cf8e37d55
Database,e307db07b3975fef922a80d07455ee5e
Experiencia al cliente,2a07fe650c11c8c1376af4d7949367d8
Nacionalización de producto,a162708a32b8aaa92990a3d4f0f56b37
Gestión de aduanas,b3939a9e1aac9e5090882c5828e805c1
Venta de servicios,1b8996bc0c032fdd0ef6b0f773a3aed3
Call,c3755e61202abd74da5885d2e9c9160e
Asertivo,03d0b174ad317fd4ad2858935983f5da
Recepción de taller de vehículos,8edfbe4035c7f271e6015488e137d0d0
Manejo excel,5f575e14aafb87d707e7935e102c8470
Gestión reservas,d26dbea945d9b0e87b7628d2c357e0ac
Design thinking,c9bb83b2d54ba4b8f987ef9674d15780
Reingeniería de procesos empresariales,7afe35452ad9ba3d8c555ad9321966aa
Rpa,15aea5ce4403c898020a356d60a2798b
Uipath,9cbaedcec06577651c768476e0bc3969
Automatizacion,6aca916d4502aa043de89ce641c63050
Portales de empleo,5b27a902ca106fe588b0c6428f4ceea6
Succesfactors,b3ca1a98bd5bac3dbc57b771f625eac1
Entrevistas basadas en las competencias,2b1c4e0f29530ade30f0941037fb3a06
Buenas prácticas de fabricación (gmp) de la administración de alimentos y medicamentos (fda),7d9012795021dd41b86221b1a8ecca14
Operaciones de planta farmacéutica,82891614d2fb087dd6f849082ff9c608
Good manufacturing practices (gmp),62131ab6babc987deda7b5514239acf3
Gdal,7ca684c2f6c406e57928472063394eb4
Google earth,529abddf76b168c6e1090ddb7ba2070b
Rasterio,2cf2c0a7e340156657ffdf6fc5aed4d2
Geodjango,889112c03b52fd94ae3f03c5fc1a4a78
Geoser,d82312ed7bc0a10da2fc150c8f9597b9
Sig,70a90300a8ca8c1ab841e46028be2c08
Negociación con grandes superficies,674fd2d75230374aa123c1e8abe46c8f
Gpv,e4b5a31e6cec2af2a98420b2e748b3d6
Gestor punto de venta,1f4ecb2a40a52fcd8044a5a1347d6a49
Control de horarios,ec7f3cb1e393084fa87279d9118aaf63
Seguridad de red,589a19e02f8ebd80bb647d3ce1cd0733
Erp (enterprise resource planning),1c98c6cbc1539a012d5b60bdc77bfee8
Carnet c+e y cap en vigor,88f3c646b69ca999519d3aec288d6162
Operaciones de importación/exportación,d2bba684a4b7d0f47ac4a4478cc01573
Adu,61016923aae31b0aee768d195bd45dd7
Conocimiento en la industria automotriz,1c5598a904b718fd141ed9bc4252a3f7
Normas iso,e433cb381dd69b127c9a57e3aa30b4de
Identificación de no conformidades,84b8d21a6ae9d91e679e3bba702eb927
Iso 22000,6346006f5cf8dce8430738542dec0e7c
Auditoría de la calidad,f5c01ac8a875ae1feef03bdc8e42fdde
Norma brc,ab7a2795d7a32bfe8c3dc5631fdac368
Calidade,b285c52942d39c9fdff88e18a6ba365c
Mantenimiento mecánico y neumático,adbd1528879f5ebdee77e24946fc1707
Textil,687ad9774e3c1db2694f939416c2808f
Solucionar problemas,3ec77826ada2d67ff439220eb13367a6
Cambio de piezas,7528daf9dccb55a7f2a2313a2560b2b3
Pdm,669d1ba0ec6b6b39b3610b5ceb38c6ba
Site manager,e3ca8eb140bd00ea8d26d3ca7ca29b08
Servicio de restaurante,0edab534f507f2d82fbd429188a72558
Restaurante,5dd51e18d021d04eb90928310120dc01
Financiación,60787b2cabd098bb9faffcd53fb959e7
Planificación de eventos,fce598e9f89c71be5828ffe68d2cbf80
Enfermeria,03f88bccdadf5d4c63e082809fa1cb57
Afable,950efe86abb4d31de0a74cf06ddf294f
Geriatria,9290d4e8b7f73a3f14a6d109e3aa6a8c
Account manager,fd1db4ebc1768305bf1bb6b61964bf8c
Inside sales,d621fe5825ce4c51a1af8b5ac474496d
Expats,98ddfd0a1705af822093246aa4b0bfa7
Holandes,f6bac72f3d6eef796d31aa8443eaa232
Mercancías,d8100b2a6e451427fe72cc50712216d9
Cuentas a cobrar,464e37f67cd8c250ff131e13c0e99b52
Productos sanitarios,7545488c493810e255a5476289f7e4cd
Seguros generales,4be52a71e1e4eacc47fc050048a1c0f7
Informática en sector seguros,2fbb51d4b825fc67fbc662776e587c6f
Asesoramiento patrimonial,68c17190a811133fa2b3a02591fcf6ac
Seguros comerciales,fb23528cface42cdc2406b21f3ef248e
Operativa de contratación de seguros,9a9eac7ca84031cd7564780e0ce40025
Afinidad con las nuevas tecnologias,813e8bc0d82a026074ce98d7ee0f017d
Cambiador mol,cb10f37bae07715489e98b6bbbaae97b
Cumplimiento de normativas,ef55d13bdcad962fd36d087ffd065b9c
Cro,173cee91f0527af6826c978373332349
Facility management,a5f25eff71516171b39d79f0e8a5dee1
Centros de contacto,0a10a9b787ecb09d178eb503a238b3a3
Seguro del hogar,9472a1fd0e44e4d6b6fff68895aad277
Pacientes hospitalizados,4c5bc812cb510aa006e8b2d6656de614
Atención de calidad al paciente,8a4421435fda96ea7a9fd600c823b10b
Hospital,cc2ab63fd3eb564be64b4f21bd083bc7
Gpt,82607666181d3e6e82c25d485a5a0e0a
Openai,4faa7daea95ec35e02832178b15d2f97
Lmm,ff08f3acebdbeea71aa8d157e09bad53
Boosting,6070c50fbf0860ece540ba003386b27b
Npl,e4a6d1cb9cddaa630dc8918ccf212222
Ejercicios,0eb2b5c849ac357c5ac8fae4d032fbc2
Gestión presupuestaria,c8db94f8e370576030978d793ea0e1de
Activos fijos,e5b6b20b57fad901b01ad49967203859
Gestión de programas,f6c8b9fc2de6eee2179e5490f6f8ae22
Almacén de repuestos,7c01c3fdb537b736b927768c15a93ed2
Microsoft 365,9e3a02e1b8fb90f65ce17bbb8f6b6e38
Check-out,edfd56b38f555c58ca8f6902c39dbd04
Check-in,ec86d6e09689fe97bb7d1a233d5e5e13
Gestión de quejas,dc2568e58a602959824ba4f71cdc35a5
Mallorca,0e07710087154c8b2a371763d8acc024
Skincare,bcee5313b03efa4f33459d4a45310f3c
Perfumeria,517b6cbd5b8b6e488db1b136e605e59a
Tratamiento facial,287fda7eeaf0db05c1c265a7df5936d7
Taller mecánico,3b41fcb6ce7f08768d288af07b6b8cd0
Taladro,ee773205fc46e11b91a7f2608ad52064
Integración de datos,120cd59dcbdeff28171e0e6279a634a2
Tarjetas de crédito,97d230ba10188a678071024e4805424d
Planificación fiscal,e401f2aaf1e117f8235512a1af8096f3
Asesoramiento empresarial,3060ec7228ad45366ad0b722b0ea49ae
Repartidor,18573960473267949a8a892fc0e31a93
Cabify,40b916d8599bc1826ee929f73e1ea379
Pasajeros,3fa5daefefa5b7bed0226b3469742e31
Incentivo,bde4adaa5b3bc40759491ad6848dde91
Movilidad,15e6dd05084e5ce89ad3d2c02b35c5f2
Transportista,eba2ef23b90b462f1ff9de2a05c97ef6
Auro,3e4b306a24c1302d5a04bb54a84f5cef
Telecomunic,5e1e211bdb4691035f1dd9296389596d
Ingenier,129ff095b523507ba27cd4cbcf00c694
Patrón,1437fa2b460499ac85e75b99116a782e
Administración de recursos humanos,408395a4d84c0f0b004b88b7c6942571
Mro operations,6b514887a188ea47a5c0c593e0d77c5e
Tech pub,0d7d189ccc25c5d24ebf98d56680057a
Amos,c00d602fe381288855f6b400ab6c77e7
Facturacion,813b69bef824e403ab412a9a1629c0ef
Outlook,038e648f69b23b2a59daf262d8122a24
Lectura de planos,ca9944914a6599e9d66bf153d9bc3017
Mantenimiento e instalación,80a4a2ade015f60ba758390f15ccf655
Visitas clientes,34bd2167c1a6ddb0bccadc73f62be3ee
Rfi/rfq,76caedd4ef4932f8b0701fe6ebb7e745
Elaboracion de ofertas,8e71ee506d0528bff263fe632cdc54cc
Bt,df58ee9c56d18040ba7f31142cd31133
Oca,571e40224ce7570269de41f586c3e692
Conocimientos técnicos,b0edd8bd31be8376c4d5fa251b41b5e0
Gestión documentación,05d45df23bfd12bd49ca930e279ad6a0
Digitalización de documentos,5db3ee725c969ae03f6e66c896228003
Formación de personal,692d7e4d774a64a3144570fc7bf20b1a
Carton ondulado,5aa111376236f634cd433cabfa06c92d
Kuka,68a012bbc59a388266bf1893e273f8ab
Rockwell,31d3ff79fb8362282a97fb28032684d3
Siemens,74993f42c49b81f3a77103bcbb247c2b
Mac,1748c0644a50090814d3e170723ccc5c
Economicas,98bd96d85ac4437bbaf297ecb2528d08
Valoración de hipotecas,9335e69252b887b7f0d5b597a52eaf5b
Dcredit,2bc39f2cf42a5bbfab579d51d8a80058
Análisis y contratación de hipotecas,9d3fb2e72ea62d85e85303fa22616ad5
Estudios financiero,6db1ad4ea91ba9c04887b4b01457aa8d
Kiron,d04c0faabd02caa259790be8156f8001
Financiero,fe93651fd36fb410984121d642c31af9
Administracion y direccion de empresas,d25e0ff763c8cd82587437e6813b402a
Casia,6a2570eb695b4678b77e2d07a50d0996
Seguridad pública,6cb75e9f7962b8e5822da6d04407cf1e
Normativa de vigilancia,3f61fbdd333359b6d9fb89fb697c7495
Prevención de incendios,59d328e3eec558b0933f6f1a5a6944cd
Protección de personas,18327ca40b65d36104ef899f3c57f486
Alegre,d6ec00f1cc6ff0fb5b986e3dca8db6d1
Simpatia,305e8471f508e721878e176a09dedc40
No drogas,1a400793da30b06109e74662f6811b1b
Estar espabilado,4b677a6e64888e88d11ec006ff59ee35
Compromiso,1356d82ae1111b694ddd1a228e5c5793
Ganas de trabajar,4c718f7750295780073dcfe8209cf14d
Respeto,2586e91d4f4e368b9e41f8fff4d79c30
Baix llobregat,35bb296c025c230939d60102e04df2e5
Estrategia de precios,aefa8a178b1953685b2cc5490801d8ac
Plan de marketing,9b281b07d9caf8c92e0bc3dbc3cd4772
Spring framework,c63def3eb2c08b5370f7dfdb0b2c71f1
Office nivel usuario,ce4896e7b9100afab30bbf07a0644a58
Planificación operativa,c58f85930c32f917fc6b747b5c570302
Visión de negocio,2835fd1392b015ffbc3a3d890d11b22f
Carnet de conducir b y se valorará c,d96ddebe29801bfcece7035f39642848
Conocimientos minimos sistemas de climatizacion,97a866f62a0c0e2e23abea8a01af475e
Beca,c4ce708e483ec5f6b75a6af2227236c1
Practicas,d122308cabbd09e7f12aefc5047d69dc
Fidelitzacio,b40e02fbc67fc5618b1b61306a205b5e
Captacio,f8b6ac65bf035aac67d631586d2e2715
Gimnasia,bc796b9b4ddb8472ae664cf048e98aa3
Nutrición deportiva,273269362f539f1ad7683782c8044003
Planificación comercial internacional,c102843b69aae50454fd5f567baf2ab0
Inglés técnico aeronáutico,0d1e9513d423dc870334ef1c17c46f90
Gestión de gastos,fbf7caf340c87f4dad5bf87a5254f521
Organización de viajes,5a56804f47c71edf80e395c35b98aa2d
Secretariado,bcd64773e75d36ed422008b7ca80eb34
Geografía,cec8b47f3eb95a44baac5373cd54503d
Sae,663e9547a220457af5a96a613074ee8a
Portugues,aefde362c45f7ac9c9948b852b8e6810
Portuguese,30e32c7c4cf434e9c75e60c14c442541
Lenguaje comercial,f5b8b052339d92253bb4dfb0d45074fb
Incoterms,a5b3fb70bcf24e1800c3beef76de3bc5
Profundo conocimiento de los distintos ramos de seguros,441a3cda2c4024f35b0a81ed073a8fb8
Dominio entorno informático,fae4a00ed041733ecd5d06065df72649
Escenografía,c5939dd05cfc34a1bbc9053e90d7c9fa
Logistica or picking or pedidos,af7f956848cdd96c6df88cf9df322b22
Data engineer,003f40e98212cef6043302313d6bb54f
Pandas,251d2bbfe9a3b95e5691ceb30dc6784a
Data engineering,aecd82811e2d28b9ff463a0edf5baac9
Convocatorias de financiacion de i+d,7aaaf2f055d03a3352cc4d1cf4cd3d99
Gestion de proyectos,692a0c4f1d8e7942efb47b24a72fc928
Microbiota,ab2169f8b57eb7e00c98b6d759e59ebc
Biotecnología,010da887fe850e4dec0fc4694370f58a
Director de restaurante,1bd3829bcb1c943d2ce16ba963802d23
Operativa de servicio,08be253b1f933a7a8f4526d48389fd58
Subdirector de restaurante,7504080a704859ca16c88d7500b62ee0
Restaurante a la carta,bc01e4f35cb041ac1ca41863c88baef3
Animación,491c4a51fe0f913d3bc17b0b2f6037f5
Control stocks,928272a5ea8d39746cbcf5617447f3b1
Patinaje,d3f55290172cb0f309575fdaa4fe8575
Ios,a756d26ca5161ae6fcc2bde4b2bcf169
Recobros,2042cd91cae6dcececcb09142896eeba
Criptografía,df5e97cd4779b00513638afb4b76a66e
Hps,058ff75c4ecddc506b3e6517c4d27c87
Diffie-hellman,628cd248900630f1ae1c7935ad80de31
Common criteria,d6cbca9cac29d5bb98d374013a81812f
Proactivo,b01e007ae0c511726aee5f4e8a44fa84
Expansión,445bdca3c41ac08291fcf2db8c941dbc
Captación de tiendas,465ea7aebcbaf463d75148c44e1bb940
Area manager,254c3730637cb5d29c18d3fa9f84e8b8
Franquicias,9f49b6e7b17063b5ebba92dce9d7ab4f
Centrales de compras o servicios,cc961d2961333ae1555e4cba952b9a7c
Alimentación ecológica,04db9b9adf715ba72d3df35d93f95ac5
Atención postventa informática,b105c44dded753e1352e3020f2b7b276
Becario,fd524d69f90169a8c74ae05f7a0e073f
Ayudante,47982af889f198c6d97c728c983e2d2f
Aprendiz,1a244d3c7108deb2d3e4ecd6dcac8829
Auxiliar,b5e9847c5a41425caec8a1d32c6f875f
Selección de materiales textiles,991f85faa07833d289712eeb7f9f86ad
Manejo de máquina de coser,bc447836c1b2b078edf8fcf53c58e7c7
Confección,151215fdb6a2ab305fe37c77742ec658
Diseño de estampados,dc979c986c53eee4cdde68f234557ab9
Hidraulica,ab0bf2c3a79685a1981d7be5a69ef042
Mantenimiento de maquinaria forestal,0015c35474fd1692db4059152f352e2b
Instrumentos quirúrgico,ba522ea5909dea714018aac44b636e5e
Operario/a,811efb70eb07f2a804e5aac3c42488df
Competición profesional,a24b895b0eca36ce4243a0cf76f029d8
Danza,39bed5a11a5b57abec2db1bb45795d37
Refrigeracion,f34d4f1c3377c0aae44d16f25c668062
Mantenimiento de equipos,8821cd65bd661b5e59fd2c89decc1e5c
Veeam,05241239c2e205951eabc51d0b39de96
Cisco ios,2514cf907e101c1e899386f6eac70863
Commvault,41f198729d7ff511f995e2a8066b881b
Cisco nexus,4eeb775af698be8301ad8668f3c46ece
Cisco wireless,2365add5e060aedd4f1a94ad4bb33911
Fortinet,1f25b8a9986a2e7a04ee9538c462e578
Api testing,cbe5f9b2802b9e80bb675c3e3d4cb517
Codificación contable,fe8e4b2bd68aae123a8e5a3b83eaadb5
Notas de gastos comerciales,ecd99ab0b91d89b8ac68d17aadc267a6
Personas mayores,d4fe0298276ae8b1293fb12ec62e8edb
Junit,52435c65a6620cff8b7c1b77b171eb5b
Postgressql,5b467e4f5369f928584996ca549cb1fb
Java 17,4652c6723cf704d7019fce0720a6758c
Mayorista,1aa56423a24d75014628f8ef9a7fe06f
Storage,8c4aa541ee911e8d80451ef8cc304806
Cabinas ds8k de ibm,5b9a8d4ecb7c0d78abb2adc0825ac623
Cabinas hitachi,ebba7736ddb72be4c26f8e95b13db887
Intolerancias y alérgenos,0758b7c40b5393a1a4473069e13eeec0
Trabajos de taladrado,c9974cb5e03059a272aa1ec5073059c8
Aplicación de sellante,e62a34ad98edf18c8b05371825d729b9
Instalaciones de remaches/remachado,08f931633f588f3e8a39ef77f43fda51
Montador de estructuras aeronáutico,84be74c5ed66478d32942ca1af5ab3be
Montaje y desmontaje de elementos mecánicos en aviones,073ed6c814fda27d8c86fdf522495fb0
Iinterpretación de planos aeronáuticos,26aa49c1a892955e7b75ea2ccea126fa
Instalaciones de mazos eléctricos,8fca6c3d068b51ea721874c5c3adca32
Cenas,52e5691aa9e5cbbc7a6c43a5e2012531
Operativa en sala de gran capacidad,a9ce9733d5ec92db9f2c59430b38f17a
Herramientas eléctricas,24103c0be026a66d099812e6c2e6bab8
Electromecánico/a,9e053e6c373b7125ca5cdc0aeff65548
Traducción portugues,0ff0471179bbd68335734ab12ce3d046
Transformación it,b416ebdd31f375501dc6490a451537c1
Servicios preventa,c1eb62a3f6cdb59832d73da328dad571
Envasado de alimentos,164f4be19280879b32ffd90e7791560e
Envasadora,d0e3f575d13c4f0e29d79a701a063074
Turno mañanas,601cafd96c1f43b1f2c20fad53cdcc48
Asesor comercial,8177233fd8a280553c54ffd2bd1cc6bd
Jornada intensiva,77da4743b76b9e078f4b51993020a0a3
Operaciones de venta,93217996c5925b0ecf7baa3033f3018c
Conocimientos mecatrónica,828beec74831877ba5b64eba75d88f21
Mantenimientos,67976f06e59a116c856637d6f127b1fc
Microondas,4ce9baf0bd5efd9bff843935ceec0a34
Sistemas de detección de intrusos,ed2003949f44db750f83fa03043aaeb2
Analítica de video,6ed3f3b8db0facaafbbbb957e43fb457
Control de accesos,8a0914d547967d4d9c12ddeb0c411f9e
Informática en e-commerce,f963c0713bc8f38f6eac17187bd871c7
Maquinaria de inyeccion,3800ab99ec24473eba6b047ef489535e
Holded,6c956f180e7226c9224941163c3a058e
Analisis,3cc19f4a12bb0c448464a03858a3a761
Calibracion humedad,4f51e88b18658c30fc64425c3ca6c15e
Gestion documental,0f1f32b28e1e3bbb64c5c5a13567fb2a
Presion,6676f14672ca0dc9da2b04cbbe1c3eef
Enac,1b2036afd1f68f49ab5fcfc715ab6a1f
Caudal,cf6885457400ca5e2636c8e69402bbe2
Temperatura,4ce40b5800734a4d497aa50e6673a23e
Calibracion de instrumentos,b1116f4d7ad7cb2b19b2576c441ac827
Cartera de clientes o propied,77df01e5d2e9373eeebeae7d9d008207
Share point,235dc757bf1b79d0d48225af7f6eb931
Lta,bc9b729a0e429104f796204b121d168a
Productos propios,f1743f9513e699be0443af1eea04d61f
Sprint,ffc3dc096e3578a9474b7976953f0ef9
Manufacturing,e86883c7cfc07afcf1e5ad8dffd7e1cc
L&m,0cd98cc4b97b01402c3c4d127a3b39f9
Activación,89ddafa087cedc6035891bf05572434b
Paneles,5f0445df1611ccbffee9a8eaf1336cb1
Expediting,a7de12711d39a41e2b5d251044c76131
Gestor,1d2e71714e89b72e4c424f20f5342efa
Endesa,8de6a7ed1e99089dca99b1d5699d3e8f
Conocimientos basicos de informatica,63307e82817e45c34ec20673010a13e8
Fluided para ablar en frances,ad33985ac0d870ea47c5e49ce352a37c
Envasador,50d40c5a2cf8c0acb72ec93ddbc6329d
Garantias,09faa7abc7b62cd30a2970b9686d8a62
Equipos electrónicos,ed60bdd426cfcea3f139b18c1ffc05ac
Noruego,8d6a8cdf9b2e593aab0592557e3386ab
Control dimensional,c2d1952e4f744e83c60fe6ceb0dbdd63
Ingeniería naval,a905021cc0c26c3770d5facf359664bc
Interpretación de datos,b03cf3495be5e112bf4f5bbf676be08a
Mantenimiento del césped,fa2cdeae18273b9ed6c614812c3b1ed8
Manejo de maquinaria de jardinería,e74e510d6b6fd35da4253082a845a53c
Sistemas de seguridad,cf437d6517474bbe08cde02e48c2aff7
Tecnico compras,26c20eca6f2827cc0d0f9fb2b00a0582
Banquetes,5243d3d2e9aba04ecc96bd6c1311974c
Configuración de telefonía móvil,0f76ea8bbed99b011edca3b385ae43c7
Experiencia de cliente,400e1bf0781c235ad68c1eb8efa562ff
Servicios de internet,aa163872f53645d2347259da0dbe43b8
Pilates maquina,558be9e5f0c837bc336f022f37897d3b
Tecnicas de ventas,8366bff14d5f680dc96e81d7d967b7df
Negociación comercial,f21499f3d4862b54a7212fd6d39c8eb3
Limpieza de areas comunes,419ada59234612a21d261f3e290c231c
Consultoría pre-venta de soluciones erp,814ab0d61ea7ee8f5c03751503f83d30
Documentación de software,05aef8278415842db5215da1ad1fbbce
Gestión de proyectos de software,595ce98877d5c2d3193253b01b828393
Swing,198b44a40aa77f2256886010c7526c0b
Reductores,678b27c021291f86bccdde68ca8cfb02
Rodamiento,f38cdd7d4189e70b8a5ea06e4ffdff87
Elaboración de materiales didácticos,5bbde924380db7bc6ed6b62b53541a6e
Oposiciones,aa4ecba438ee0dbf32606140af0f367c
Spyro,61d167838944ed2b9d1c61751476fe8f
Simulaciones,8023985d7485a9fa0c9f3c7e4659cdea
Fluidos,c6767400b6964fc0d811f4b8ac75c2b8
Patentes,a53fe7c74e3c8fa9b2bd692989e1ce58
Física,a424e7e13d3ccb7bc48288cf97dbd434
Can bus,cc034114b2177bac31303065972801eb
Estatuto de los trabajadores,bbce6ff8f6f249e2e904db3436c58c65
Agrónomo,ba2adfcc0bdf5efaf4e6309c59c346da
Uso del suelo,4ff2ed461124f37f5aa037dfc1b4ae6c
Agrícola,1293beaf2f9fbd3f6382575ec0f49c7e
Forestal,e1c0605729228dbfb685553145f814a3
Normativa de la construcción,fe26ee165f741375a3aea0d801d6de5a
Certificaciones de obras,13baa5475e68e49f96d2bcb812ff346f
Itwo,ca4b9fe28561b2fe28bfedada55c4e93
Mediciones,c5fcfb94cf79424755da2f5b57810869
Seguimiento de obras,8733b7b0cd293b14c2f9c6f195b08bfc
Vob,8ef448b4d8b5205d7c63b34851b1791e
Arriba,4bac1cc21e74d49111d01ea2ccf5daaa
Instalaciones técnicas,bd7250651ca34bfa37053a5730c1baca
Ofimática avanzada,6d09818665976c31820c0e07e66c9139
Trato al publico,9363b058ab4f844a9443e2ed2cf5a8e4
Protocolos de comunicaciones,4f371881d36329e0ee0786dd267788aa
Gestión del negocio,ff62c787387b0da2e4485b6f229520ee
Planificación y organización,565f3fe27024555b5296960897361635
Enfoque en los resultados,1fe433118594b7a4bc0b395234d0ba33
Enfoque en el cliente,b5dfb499deab5c4a03852d937d5185e2
Manejo de conflicto,db8acaf4afd2c06646092a66d8119809
Habilidad de persuadir y vender,478a3f6148ff262bf2e1e87d183d78f3
Contabilidad básica,6f95e6d06181b2832d901f517f923baa
Liquidación de gastos,699467429899e01987550d40f38630f8
Marcas registradas,ef08ed2f7958cbc2801db44865489542
Protocolos de internet,11107b39fc275acb3379f207eb32c78d
Operaciones de backup y restore,077f40a8de8ea0d69250ee85714a9164
Amazon web services,3b13841d02541c3010109b2d7985ef5b
Rabbitmq,2ac5f63d0bb2ab4a9898d18445391caf
Lambdas,1de9b506efb3a401ba92ba35ced1574c
Attenzione al cliente,6bb52a0ef6f3175e3903ee0713333c82
Gestione internazionale,b33afa0ac5521a52ce7613115c720ab8
Capacità di ascolto,228969adbd45546fcbfa5a08c33b7331
Proattività,20b48f6435cd4d92e717debfdac55624
Remachado,77bc3a43e6360378fc9740d222b55072
Taladrado,684deaa0c3c498211dae09503d5e4bb2
Tratamientos superficiales,39dda3734b92f94607184b9c5f240fbd
Girona,51ea86e0b20cf9691e499c2f62bbbb9d
Coordinación de equipos,0c2b28e575a2391827ed3b17cd5107f9
Click to call,19c4904ba94bb87407c484df82b34e24
Sistema de marcación,64db84169031ac07101fe7bdc4a70d40
Mvvm,f2afd2b4d8020f0ce37149e9ed15ad2a
Wpf,64490f45b8737b290906b6e9400b9669
Patrones de diseño,24372e48a82c049dfe6b6165fe0672b2
Ioc,7ba28fa73ec9da4aa4009174af0dd109
Sla,2e39edc27ab0a2b7b142f04f8b6eabca
Camarero/a,11057e223183f27d9033740bbed6348b
Cocinero/a,cd06555ad5cf800dac58881f57061ffb
Ciclo combinado,40a8676420c27505078ecc5a31bb1aa9
Ingeniería de procesos de ciclo combinado,f72d80198baaacbaf7b157cf4c8d9b2c
Pescado,b02d82ebd8d650b0e18266fbdb2825a9
Excelencia,44090434fad406eaf241b61b5cc0f188
Alta gastronomía,5356f4eff773e28a1d123c1d6e0014bd
Producto local,15e81db0ef2b8321eabb6a319d6d3bb1
Vegetariana,752b41dabddb1024e3e54a35c9f9428e
Planificación estratégica,4675ed698ba1cccab68d24431a7408b9
Autores,068f3d086e5779ed58e7fa843d913efb
Educación y formación,7e6c82622a6f33628a014b4fdeee5e17
Cursos multimedia,16111a2d1591cbdd03e657ef1c769184
Producción y redacción de contenidos educativos,be8f9d2f0dbbb9dda607f1f79c6bead7
Desarrollos de contenidos,0c79f9c78e63534748f5e92a2ff43bc7
Carreteras,2cee119c297eeea7157156d88fb17234
Motor,b33538179f5661a86cbe327a1793e199
Gis,b10bf73f533cba869627da5de6e55aef
Sip,466c90c39d416ca5b7170e2f9da29e8c
Smtp server,4f198193e73f909efeb7fe49f1e28f69
Iis,f383cf7c8b99dc5bf26fc8e085492db1
Epc,a34edf8276afc8960135419e271fa280
Binding offer,2a23e9a8adbc2d589fd1553a256b1973
Energía renovable,28cfc63b088bc4a4b2034a9ee84f2844
No binding offers,a692591039960fbf73ae124e6e94065f
Granjas,44a58f53da5422d2f49a6dbe24c15521
Llamadas en frío,1b22bf9ac0651d17376d6fb3db208002
Licitación de proyectos,75f51acf77413e2c98e70929bb3a3adc
Negociación de contratos,82a3e5580a76ba0ec08944bcfb0e8278
Envases alimentarios,91c93040b703254f15a92a946305dde4
Buena presencia,7384b9f1433ce844f5eee5a1b704260e
Transaciones inmobiliarias,1633ffc42bec13a848566d47eafe664b
Captacion,378461831d3f69b1c66d81dcae16002c
E learning,13d10a19d9e6e4dfa745891303d808dd
Oposciones,eaea27b123bd4feb1f5f9c29270042fc
Tutorización,87de6c27bc32633f02508ee5421311ff
Teleformación,d86c9ee2c2ff8683e7716a1666b29b68
On line,bf9dd3f41c6540229d8a85545b7ffccf
Modelado 3d,c7c2dce8a342f24286b85a42e2dc5755
Plant3d,5a3f8e049702b0c9fec2f4f52339c394
D&o,4a7e3ee48623ce82e384e0d282082411
Elevia,3111d4d35b2196d7c46f18a702bca03a
Seguros de responsabilidad civil,ed316cfd6d528cb1ecf9ee9f6cccf57f
Suscripción,fbdeffae2478ff65c199f51737eeebb8
Oil&gas,daefdaabbe4c64deb1d9f4e435ca964c
Recurso preventvo,ff3c630eef71d4117bbbaef8888626d6
Agronomo,2140a94de7bbf663685025b99dc8ab38
Minería,7573745791a0302a14f4ca7daf046334
Montajes en altura,d3897e8eca6e04785aff0e06cf69da92
Sistemas detección de intrusos,cb7b9458701cde581a40cc2d64abdb3f
Asistencia a domicilio,6c6b476c1b12a8e3329a2c14555c0719
Cuidado personal,f3a0eecc0717504d4e49092b5ab82f02
